363	Window=3	Metric=PAIRMAPPER	
i	j	Sig.	Class	Zij	Zi	Zj	Mod_Depth	Mod_Comuts	Unt_Depth	Unt_Comuts
263	277	98.27	2	3.00	3.15	2.86	2329266	724	239402	38
270	282	140.48	2	2.91	1.65	4.18	2310821	878	244647	16
306	321	78.79	2	3.41	5.59	1.23	2222793	1470	242913	1
36	60	70.47	0	1.65	0.22	3.08	2340568	9401	250979	6
45	306	39.58	0	1.46	0.10	2.81	2334039	219	248160	5
52	63	23.65	0	1.82	1.44	2.20	2583916	472	254371	22
58	83	51.15	0	1.70	2.79	0.61	2273972	19536	248427	3
58	86	32.68	0	1.25	1.79	0.71	2199084	11046	252339	8
59	85	41.36	0	0.77	1.44	0.10	2273253	18246	253562	3
88	98	1397.77	0	10.42	12.94	7.90	2006029	9449	252372	19
116	129	86.19	0	1.28	0.79	1.77	2342354	2499	245373	17
118	134	302.12	0	1.73	2.57	0.89	2258812	3734	237405	8
119	132	117.42	0	1.39	2.56	0.22	2189127	12141	243610	1
120	131	104.88	0	1.92	3.49	0.36	2114675	20036	242869	2
129	149	137.52	0	1.72	2.84	0.60	2223877	13631	238702	14
138	168	25.47	0	1.77	0.47	3.07	2198738	453	238465	46
141	178	28.68	0	1.13	1.37	0.89	2272754	270	236749	5
142	195	20.70	0	0.54	0.95	0.12	2271006	833	237240	3
143	178	20.41	0	0.77	0.90	0.63	2281055	442	238583	22
143	194	31.44	0	0.79	1.39	0.20	2226572	600	232971	5
151	168	28.60	0	1.81	0.17	3.45	2171187	281	240136	21
153	163	48.58	0	1.23	2.28	0.17	2204754	18427	238484	12
156	207	27.30	0	0.63	0.18	1.07	2129075	1048	236970	10
158	167	31.46	0	1.99	0.26	3.71	2184711	376	236347	29
158	168	22.08	0	1.42	0.18	2.67	2174879	206	236310	22
158	175	34.78	0	0.77	0.29	1.25	2226319	1051	237282	4
159	206	25.65	0	0.24	0.17	0.32	2082283	3350	233738	1
160	230	127.96	0	1.18	1.01	1.34	2151056	1499	239642	0
196	239	80.86	0	1.15	0.62	1.67	2301862	3875	236911	2
215	241	62.36	0	1.69	1.35	2.02	2245179	805	240508	3
219	248	20.83	0	1.69	2.86	0.52	2193953	1138	244524	158
221	230	37.82	0	1.58	2.76	0.40	2111502	765	245053	2
222	236	57.23	0	1.32	0.33	2.31	2179495	74075	244350	6
234	247	733.37	0	4.79	7.13	2.45	2355302	86867	243883	15
234	255	341.50	0	4.30	3.32	5.28	2349393	17314	243115	2
243	267	68.47	0	1.85	2.08	1.62	2266560	502	236238	64
243	274	65.40	0	1.68	1.99	1.38	2295743	626	238796	28
244	255	64.24	0	1.56	2.11	1.00	2333636	1177	242258	7
244	273	58.61	0	1.09	1.93	0.26	2304530	6915	240936	22
244	281	47.00	0	1.40	1.55	1.25	2309821	699	242205	18
248	277	38.88	0	1.06	0.97	1.14	2374248	1261	245553	76
249	284	70.29	0	1.72	2.81	0.63	2397162	1856	249657	4
250	272	38.36	0	0.74	1.28	0.21	2359082	4499	242436	11
250	276	56.70	0	1.49	1.88	1.11	2380346	353	244723	12
250	283	77.40	0	1.42	2.57	0.28	2379915	1155	245843	4
251	261	59.56	0	1.95	2.39	1.51	2401066	278	244588	8
251	271	105.83	0	2.46	4.24	0.67	2335352	5035	242636	12
252	273	43.86	0	1.16	2.14	0.19	2363278	5089	243961	10
252	285	46.68	0	1.41	2.28	0.54	2376087	1861	246010	3
253	276	50.96	0	1.48	1.96	0.99	2376596	535	244459	11
255	274	107.80	0	1.97	1.67	2.27	2342145	1612	241670	8
256	270	92.62	0	1.29	1.50	1.09	2310727	2510	242177	13
256	287	22.59	0	0.35	0.37	0.33	2371859	9777	243423	4
257	269	409.53	0	5.48	5.84	5.12	2312091	3686	242280	24
258	267	36.83	0	0.59	0.31	0.87	2308102	1334	237816	28
260	282	45.54	0	1.20	1.04	1.36	2371683	396	244865	5
261	270	69.80	0	1.29	1.76	0.82	2325643	602	243803	11
262	271	119.61	0	2.04	3.32	0.75	2321946	11187	242043	47
262	282	59.59	0	1.72	1.66	1.78	2353350	709	243322	32
262	310	22.87	0	0.58	0.65	0.52	2245056	1717	240739	17
263	293	32.54	0	1.61	1.05	2.17	2331514	676	240051	17
266	282	31.42	0	0.94	0.94	0.94	2331612	1944	242594	26
267	293	41.23	0	1.86	0.98	2.74	2312680	504	239868	15
267	297	21.57	0	0.77	0.52	1.02	2307887	605	239281	15
276	295	41.92	0	1.04	0.82	1.26	2394465	336	246128	14
287	307	326.05	0	2.53	4.74	0.32	2280068	57392	243201	4
298	309	144.12	0	3.12	5.56	0.69	2278541	11905	244340	3
299	322	96.51	0	0.64	1.08	0.19	2380619	5828	247009	5
303	320	25.01	0	1.53	1.54	1.51	2348770	266	250168	5
304	319	26.18	0	1.03	1.34	0.71	2299690	469	245291	4
320	334	47.97	0	1.95	2.91	1.00	2380910	4078	251054	4
